Код,Название,Адрес,x,y,,,,,,,,Группа
1486,Продовольственный магазин,"Аскарова, 22/2, 1 этаж",69.579395,42.318838,,,,,,,,
1487,Продовольственный магазин,"Жангельдина, 15/9",69.582574,42.304702,,,,,,,,
1488,Продовольственный магазин,"Тайманулы, 2а/2, 1 этаж",69.615345,42.294363,,,,,,,,
1489,Продовольственный магазин,"Нурсат микрорайон, 7/1, 2 этаж, 279 бутик",69.636731,42.354949,,,,,,,,
1490,Продовольственный магазин,"Гагарина, 9а, 1 этаж",69.574035,42.306618,,,,,,,,
1491,Продовольственный магазин,"Атаконыс, 1/8",69.567446,42.362296,,,,,,,,
1492,Продовольственный магазин,"Онтустик, 320а, 1 этаж",69.63162,42.280919,,,,,,,,
1493,Продовольственный магазин,"Рыскулова, 359/6, 1 этаж, 7 бутик",69.572226,42.351836,,,,,,,,
1494,Продовольственный магазин,"Абдыразакова, 10/1",69.589274,42.301564,,,,,,,,
1495,Продовольственный магазин,"Рашидова, 14а/2, 1 этаж",69.585055,42.30143,,,,,,,,
1496,Продовольственный магазин,"Жибек жолы, 20а, 1 этаж",69.631038,42.327584,,,,,,,,
1497,Продовольственный магазин,"Жибек жолы, 137/1",69.623973,42.325856,,,,,,,,
1498,Продовольственный магазин,"Туркестан, 67",69.499806,42.376135,,,,,,,,
1499,Продовольственный магазин,"Амира Тимура, 237/19, 1 этаж",69.758973,42.298126,,,,,,,,
1500,Продовольственный павильон,"Капал батыра, 6/7",69.61687,42.298778,,,,,,,,
1501,Продуктовая лавка,"Анарова, 3/1",69.609978,42.29917,,,,,,,,
1502,Продуктовая лавка,"Анарова, 3/2",69.609469,42.298841,,,,,,,,
1503,Продуктовый ларек,"Тамерлановское шоссе, 22/19, 15 ряд, 46 место",69.559582,42.335322,,,,,,,,
1504,Продуктовый магазин,"Жибек жолы, 56/5",69.64452,42.332464,,,,,,,,
1505,Продуктовый магазин,"Шокана Уалиханова, 159",69.620813,42.329383,,,,,,,,
1506,Продуктовый магазин,"Тауке Хана, 8",69.695371,42.34996,,,,,,,,
1507,Продуктовый магазин,"Алимбетова, 45а/1",69.598528,42.328567,,,,,,,,
1508,Продуктовый магазин,"Казправды, 8, 1 этаж",69.607024,42.305859,,,,,,,,
1509,Продуктовый магазин,"Аскарова, 22/1",69.579471,42.318362,,,,,,,,
1510,Продуктовый магазин,"Азим, 164, 1 этаж",69.63535,42.329098,,,,,,,,
1511,Продуктовый магазин,"Красина переулок, 14/1, 1 этаж",69.610925,42.316994,,,,,,,,
1512,Продуктовый магазин,"Восток микрорайон, 12а",69.64827,42.336946,,,,,,,,
1513,Продуктовый магазин,"Жамбыла, 1",69.798083,42.402316,,,,,,,,
1514,Продуктовый магазин,"Маншук Маметовой, 127",69.621894,42.327659,,,,,,,,
1515,Продуктовый магазин,"Кисык, 27",69.59152,42.312638,,,,,,,,
1516,Продуктовый магазин,"Байтерекова, 171/2",69.62826,42.353422,,,,,,,,
1517,Продуктовый магазин,"Восток микрорайон, 34/1",69.64194,42.336481,,,,,,,,
1518,Продуктовый магазин,"Сырым батыра, 2/1",69.601677,42.386471,,,,,,,,
1519,Продуктовый магазин,"Казиева, 104/4",69.600248,42.359531,,,,,,,,
1520,Продуктовый магазин,"Жибек жолы, 91/1",69.660881,42.337584,,,,,,,,
1521,Продуктовый магазин,"Володарского, 1/9",69.594303,42.302983,,,,,,,,
1522,Продуктовый магазин,"Алимкулова, 2/1, 1 этаж",69.605958,42.30873,,,,,,,,
1523,Продуктовый магазин,"Сурикова, 4/1",69.583796,42.2994,,,,,,,,
1524,Продуктовый магазин,"Сасбукаева, 109/1",69.622538,42.328407,,,,,,,,
1525,Продуктовый магазин,"Дулати, 200а, 1 этаж",69.613776,42.345359,,,,,,,,
1526,Продуктовый магазин,"Дулати, 191",69.611086,42.340995,,,,,,,,
1527,Продуктовый магазин,"Нурсат 2 микрорайон, 18/1",69.645028,42.354922,,,,,,,,
1528,Продуктовый магазин,"Желтоксан, 1/1, 1 этаж",69.58273,42.324331,,,,,,,,
1529,Продуктовый магазин,"Табынбаева, 50/1",69.540562,42.329653,,,,,,,,
1530,Продуктовый магазин,"Жангельдина, 45",69.562817,42.354091,,,,,,,,
1531,Продуктовый магазин,"Жана жол, 6",69.658604,42.337803,,,,,,,,
1532,Продуктовый магазин,"Диваева, 30",69.607644,42.32057,,,,,,,,
1533,Продуктовый магазин,"Тамерлановское шоссе, 40/1",69.570892,42.327396,,,,,,,,
1534,Продуктовый магазин,"Диваева, 20 киоск",69.607176,42.318918,,,,,,,,
1535,Продуктовый магазин,"Тайманулы, 7/2",69.611217,42.296422,,,,,,,,
1536,Продуктовый магазин,"Туркестанская, 264/1",69.631246,42.306976,,,,,,,,
1537,Продуктовый магазин,"Туркестан, 40",69.504849,42.371642,,,,,,,,
1538,Продуктовый магазин,"Аргынбекова, 465/1",69.666865,42.347533,,,,,,,,
1539,Продуктовый магазин,"Тореза, 8",69.498759,42.381216,,,,,,,,
1540,Продуктовый магазин,"Гулдала, 33",69.683539,42.372448,,,,,,,,
1541,Продуктовый магазин,"Республики проспект, 37/1",69.577029,42.306994,,,,,,,,
1542,Продуктовый магазин,"Шиели, 3, 1 этаж",69.579314,42.340677,,,,,,,,
1543,Продуктовый магазин,"Казиева, 57/1",69.590932,42.338609,,,,,,,,
1544,Продуктовый магазин,"Махамбет, 1",69.54463,42.338674,,,,,,,,
1545,Продуктовый магазин,"Алдиярова, 18/2, 1 этаж",69.616552,42.308584,,,,,,,,
1546,Продуктовый магазин,"Кок сай 1 микрорайон, 382, 1 этаж",69.61136,42.291963,,,,,,,,
1547,Продуктовый магазин,"Казыбек Би, 192/1",69.613428,42.34021,,,,,,,,
1548,Продуктовый магазин,"Дулатова, 71",69.568208,42.358259,,,,,,,,
1549,Продуктовый магазин,"Капал батыра, 15/1",69.618374,42.296796,,,,,,,,
1550,Продуктовый магазин,"Шыршыкбай, 1",69.541594,42.341459,,,,,,,,
1551,Продуктовый магазин,"Шойынбаевой, 1/1",69.702597,42.36002,,,,,,,,
1552,Продуктовый магазин,"Ынтымак, 45/3",69.570229,42.286552,,,,,,,,
1553,Продуктовый магазин,"Каркара, 49/1",69.599381,42.282832,,,,,,,,
1554,Продуктовый магазин,"Жандосова, 73/1",69.625301,42.334877,,,,,,,,
1555,Продуктовый магазин,"Жусанды, 26/1",69.525822,42.346903,,,,,,,,
1556,Продуктовый магазин,"Даулеткерей, 30",69.538773,42.334593,,,,,,,,
1557,Продуктовый магазин,"Айшыкты, 16/2",69.534596,42.301492,,,,,,,,
1558,Продуктовый магазин,"Капал батыра, 74",69.632018,42.288343,,,,,,,,
1559,Продуктовый магазин,"Куаныш Толеметова, 69/10, 1 этаж",69.600084,42.379286,,,,,,,,
1560,Продуктовый магазин,"Казак Ордасы, 10/1",69.580782,42.380849,,,,,,,,
1561,Продуктовый магазин,"Байдибек би проспект, 15/15",69.626591,42.372088,,,,,,,,
1562,Продуктовый магазин,"Жиделибайсын, 22",69.519773,42.337168,,,,,,,,
1563,Продуктовый магазин,"Капал батыра, 80/1",69.65345,42.282794,,,,,,,,
1564,Продуктовый магазин,"Туран, 26/1",69.646227,42.387167,,,,,,,,
1565,Продуктовый магазин,"Байтурсынова, 57",69.598553,42.332741,,,,,,,,
1566,Продуктовый магазин,"Тауке Хана, 40/2",69.693707,42.37111,,,,,,,,
1567,Продуктовый магазин,"Мадели Кожа, 24",69.596117,42.33191,,,,,,,,
1568,Продуктовый магазин,"Айбергенова проезд, 8/2",69.583908,42.316165,,,,,,,,
1569,Продуктовый магазин,"Жиделибайсын, 18",69.519607,42.336948,,,,,,,,
1570,Продуктовый магазин,"Рамзан-Ата, 10",69.529919,42.343565,,,,,,,,
1571,Продуктовый магазин,"Сулейменова, 4/1",69.580192,42.329236,,,,,,,,
1572,Продуктовый магазин,"Октябрьская, 77/2",69.566594,42.326032,,,,,,,,
1573,Продуктовый магазин,"Народовольцев, 31/1",69.589108,42.341862,,,,,,,,
1574,Продуктовый магазин,"Павлова, 12а",69.571106,42.307008,,,,,,,,
1575,Продуктовый магазин,"Саттарханова, 30/3",69.578655,42.294509,,,,,,,,
1576,Продуктовый магазин,"Джалиля, 52",69.581226,42.342725,,,,,,,,
1577,Продуктовый магазин,"Теспе, 34",69.562605,42.298925,,,,,,,,
1578,Продуктовый магазин,"Алга, 16",69.586751,42.344848,,,,,,,,
1579,Продуктовый магазин,"Чайковского, 85",69.584753,42.28538,,,,,,,,
1580,Продуктовый магазин,"Абая, 11",69.574517,42.282305,,,,,,,,
1581,Продуктовый магазин,"Курылыс, 47/1",69.548158,42.302148,,,,,,,,
1582,Продуктовый магазин,"Колбаева, 25",69.621465,42.295061,,,,,,,,
1583,Продуктовый магазин,"Жанбосынова, 20/1",69.590699,42.353961,,,,,,,,
1584,Продуктовый магазин,"Сеченова, 32",69.541855,42.319338,,,,,,,,
1585,Продуктовый магазин,"Ондасынова, 53",69.549396,42.290774,,,,,,,,
1586,Продуктовый магазин,"Амангельды, 45/1",69.560619,42.354863,,,,,,,,
1587,Продуктовый магазин,"Кажи Алмахан 1-й переулок, 1/1",69.537513,42.345215,,,,,,,,
1588,Продуктовый магазин,"Косдиирмен, 1/1",69.529274,42.327871,,,,,,,,
1589,Продуктовый магазин,"Момышулы, 1/3",69.554532,42.366923,,,,,,,,
1590,Продуктовый магазин,"Сайрамская, 156",69.646574,42.320043,,,,,,,,
1591,Продуктовый магазин,"Жана жол, 54/1, 1 этаж",69.654287,42.344268,,,,,,,,
1592,Продуктовый магазин,"Комекбаева, 37/1",69.632046,42.370766,,,,,,,,
1593,Продуктовый магазин,"Акбаева, 25, 1 этаж",69.633053,42.3798,,,,,,,,
1594,Продуктовый магазин,"Камытбек Мамешов, 62",69.527779,42.290668,,,,,,,,
1595,Продуктовый магазин,"Амангельды, 104/2",69.64783,42.377326,,,,,,,,
1596,Продуктовый магазин,"Бейбитшилик, 4",69.723398,42.355781,,,,,,,,
1597,Продуктовый магазин,"Мукумий, 30/1",69.740824,42.294528,,,,,,,,
1598,Продуктовый магазин,"Озекти, 16/1, 1 этаж",69.571605,42.360977,,,,,,,,
1599,Продуктовый магазин,"Наурыз, 186",69.670257,42.380122,,,,,,,,
1600,Продуктовый магазин,"Гагарина, 56а",69.540546,42.330771,,,,,,,,
1601,Продуктовый магазин,"Капал батыра, 104",69.636127,42.287351,,,,,,,,
1602,Продуктовый магазин,"Туран, 10/1",69.642138,42.386842,,,,,,,,
1603,Продуктовый магазин,"Республики проспект, 46а, 1 этаж",69.574694,42.30452,,,,,,,,
1604,Продуктовый магазин,"Нурлыбаева, 684",69.609707,42.295089,,,,,,,,
1605,Продуктовый магазин,"Исмаилова, 11а",69.560305,42.305772,,,,,,,,
1606,Продуктовый магазин,"Нурлыбаева, 14/2",69.612223,42.295783,,,,,,,,
1607,Продуктовый магазин,"Бадамская 1-я, 1",69.555224,42.302712,,,,,,,,
1608,Продуктовый магазин,"Колбаева, 28",69.621943,42.294723,,,,,,,,
1609,Продуктовый магазин,"Зердели, 1а/3",69.553693,42.317389,,,,,,,,
1610,Продуктовый магазин,"Кенесарина, 1/2",69.602243,42.274585,,,,,,,,
1611,Продуктовый магазин,"Бекзат Саттарханова, 20",69.55685,42.36373,,,,,,,,
1612,Продуктовый магазин,"Отырар, 33/1",69.535345,42.297097,,,,,,,,
1613,Продуктовый магазин,"Кентаева, 1/1",69.530675,42.329067,,,,,,,,
1614,Продуктовый магазин,"Жетысай, 10",69.524693,42.333264,,,,,,,,
1615,Продуктовый магазин,"Восток микрорайон, 113/2",69.648136,42.340247,,,,,,,,
1616,Продуктовый магазин,"Бекболатова, 1/1",69.525688,42.298382,,,,,,,,
1617,Продуктовый магазин,"Токбайге, 72/1",69.528204,42.342999,,,,,,,,
1618,Продуктовый магазин,"Баулык, 2133",69.549194,42.378427,,,,,,,,
1619,Продуктовый магазин,"Пайзахметова, 29",69.517413,42.344915,,,,,,,,
1620,Продуктовый магазин,"Жиделибайсын, 92, 1 этаж",69.529139,42.349384,,,,,,,,
1621,Продуктовый магазин,"Тамерлановское шоссе, 202/5",69.527929,42.354017,,,,,,,,
1622,Продуктовый магазин,"Аркалык, 37/1",69.519497,42.358503,,,,,,,,
1623,Продуктовый магазин,"Ашира Едилбаева, 2/4",69.594065,42.388875,,,,,,,,
1624,Продуктовый магазин,"Асар микрорайон, 8/4",69.602155,42.401444,,,,,,,,
1625,Продуктовый магазин,"Шардара, 1/9",69.503467,42.338619,,,,,,,,
1626,Продуктовый магазин,"Тасбулак, 59/2",69.518986,42.370169,,,,,,,,
1627,Продуктовый магазин,"Нуртас, 2",69.659731,42.364225,,,,,,,,
1628,Продуктовый магазин,"Искакова, 5/3",69.473495,42.349103,,,,,,,,
1629,Продуктовый магазин,"Ибрагим ата, 227, 1 этаж",69.718656,42.323706,,,,,,,,
1630,Продуктовый магазин,"Булбул, 5/9",69.559523,42.409084,,,,,,,,
1631,Продуктовый магазин,"Галицына, 15/1",69.497758,42.382811,,,,,,,,
1632,Продуктовый магазин,"Музтау, 2/5",69.554,42.406198,,,,,,,,
1633,Продуктовый магазин,"2-я улица, 160/4",69.579348,42.413902,,,,,,,,
1634,Продуктовый магазин,"2-я улица, 16/05",69.579725,42.415288,,,,,,,,
1635,Продуктовый магазин,"Каган, 15",69.518309,42.389021,,,,,,,,
1636,Продуктовый магазин,"Балкыбекова, 1/5",69.719759,42.376972,,,,,,,,
1637,Продуктовый магазин,"Бекмаханова, 2",69.722839,42.354569,,,,,,,,
1638,Продуктовый магазин,"Манкент, 31/1",69.629841,42.427107,,,,,,,,
1639,Продуктовый магазин,"Жибек жолы, 18/4",69.798457,42.403257,,,,,,,,
1640,Продуктовый магазин,"Ак Алтын, 2/10",69.643133,42.430954,,,,,,,,
1641,Продуктовый магазин,"Бейбитшилик, 8Б, 1 этаж",69.585583,42.318437,,,,,,,,
1642,Продуктовый магазин,"Бауыржан Момышулы проспект, 13, 1 этаж",69.58707,42.321168,,,,,,,,
1643,Продуктовый магазин,"Клары Цеткин, 93/1",69.628941,42.293874,,,,,,,,
1644,Продуктовый магазин,"Байдибек би проспект, 20/5",69.615435,42.354605,,,,,,,,
1645,Продуктовый магазин,"Амур ага, 52/1",69.638733,42.285859,,,,,,,,
1646,Продуктовый магазин,"Жиделибайсын, 92, 1 этаж",69.529139,42.349384,,,,,,,,
1647,Продуктовый магазин,"Капал батыра, 119",69.650889,42.283449,,,,,,,,
1648,Продуктовый магазин,"Мейримди, 133, 1 этаж",69.532572,42.354745,,,,,,,,
1649,Продуктовый магазин,"Жана жол, 34/1",69.65509,42.341256,,,,,,,,
1650,Продуктовый магазин,"Гулдала, 6/2",69.646631,42.370492,,,,,,,,
1651,Продуктовый магазин,"Аскар Тау, 2/1",69.529513,42.36144,,,,,,,,
1652,Продуктовый магазин,"Бершинтобе, 99/2",69.509421,42.340608,,,,,,,,
1653,Продуктовый магазин,"Жасталап, 28/1",69.647233,42.367883,,,,,,,,
1654,Продуктовый магазин,"Жастар, 125/1",69.662737,42.285496,,,,,,,,
1655,Продуктовый магазин,"Момынова, 1/7",69.666627,42.315101,,,,,,,,
1656,Продуктовый магазин,"Кулжабай Толеуова, 30",69.516658,42.352445,,,,,,,,
